n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,500,Cao,11,False,42,4,inf,20,0.8218379020690918,-0.004,5.1459,22.0871,0.5488,-0.002,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6703,kmodes,churnONEHOT_y.zip
4,100,Cao,11,False,42,4,1000.0,20,1.356217622756958,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,100,Cao,11,False,42,4,100.0,20,1.3427724838256836,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,100,Cao,11,False,42,4,inf,20,1.3396813869476318,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,300,Cao,11,False,42,4,1000.0,20,1.341141700744629,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,300,Cao,11,False,42,4,100.0,20,1.3702378273010254,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,300,Cao,11,False,42,4,inf,20,1.3574762344360352,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,500,Cao,11,False,42,4,1000.0,20,1.3746459484100342,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,500,Cao,11,False,42,4,100.0,20,1.340723752975464,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
4,500,Cao,11,False,42,4,inf,20,1.3407375812530518,-0.0267,8.0578,17.914,0.4297,0.004,0.002,0.002,0.0026,0.005,0.0017,0.0026,0.5197,kmodes,churnONEHOT_y.zip
6,100,Cao,11,False,42,4,1000.0,20,1.8757050037384035,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,100,Cao,11,False,42,4,100.0,20,1.911871671676636,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,100,Cao,11,False,42,4,inf,20,1.8978970050811768,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,300,Cao,11,False,42,4,1000.0,20,1.9015004634857176,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,300,Cao,11,False,42,4,100.0,20,1.8722381591796875,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,300,Cao,11,False,42,4,inf,20,1.8794872760772705,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,500,Cao,11,False,42,4,1000.0,20,1.884894132614136,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,500,Cao,11,False,42,4,100.0,20,1.90210223197937,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
6,500,Cao,11,False,42,4,inf,20,1.91720986366272,-0.0286,5.9961,18.8138,0.3596,-0.0019,0.0032,0.0024,0.0032,0.0078,0.002,0.0032,0.4088,kmodes,churnONEHOT_y.zip
8,100,Cao,11,False,42,4,1000.0,20,3.345145463943481,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,100,Cao,11,False,42,4,100.0,20,3.3098063468933105,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,100,Cao,11,False,42,4,inf,20,3.282719373703003,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,300,Cao,11,False,42,4,1000.0,20,3.296881914138794,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,300,Cao,11,False,42,4,100.0,20,3.335387706756592,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,300,Cao,11,False,42,4,inf,20,3.338456869125366,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,500,Cao,11,False,42,4,1000.0,20,3.362095355987549,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,500,Cao,11,False,42,4,100.0,20,3.2868714332580566,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
8,500,Cao,11,False,42,4,inf,20,3.295157194137573,-0.0318,5.4642,17.6009,0.332,-0.0009,0.0036,0.0022,0.0031,0.0087,0.0019,0.0031,0.3547,kmodes,churnONEHOT_y.zip
