threshold,branching_factor,n_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.5,50,2,0.0067963600158691,0.271,135.8037,1.1941,0.6241,0.3317,0.5623,0.5755,0.5772,0.4056,1.0,0.5772,0.6305,inf,20.0,skl_birch,tetra_y.zip
0.5,50,4,0.0068554878234863,0.5047,416.91,0.6674,0.9975,0.9933,1.3723,0.9898,0.9899,0.9899,0.9899,0.9899,0.995,1000.0,20.0,skl_birch,tetra_y.zip
0.5,50,4,0.0068097114562988,0.5047,416.91,0.6674,0.9975,0.9933,1.3723,0.9898,0.9899,0.9899,0.9899,0.9899,0.995,100.0,20.0,skl_birch,tetra_y.zip
0.5,50,4,0.0067870616912841,0.5047,416.91,0.6674,0.9975,0.9933,1.3723,0.9898,0.9899,0.9899,0.9899,0.9899,0.995,inf,20.0,skl_birch,tetra_y.zip
0.5,50,6,0.0067760944366455,0.324,292.0632,1.3202,0.9405,0.8272,1.3723,0.885,0.8864,0.9899,0.8025,0.8864,0.8719,1000.0,20.0,skl_birch,tetra_y.zip
0.5,50,6,0.0068480968475341,0.324,292.0632,1.3202,0.9405,0.8272,1.3723,0.885,0.8864,0.9899,0.8025,0.8864,0.8719,100.0,20.0,skl_birch,tetra_y.zip
0.5,50,6,0.0068058967590332,0.324,292.0632,1.3202,0.9405,0.8272,1.3723,0.885,0.8864,0.9899,0.8025,0.8864,0.8719,inf,20.0,skl_birch,tetra_y.zip
0.5,50,8,0.0068724155426025,0.2078,247.0881,1.6196,0.8847,0.635,1.3733,0.8004,0.8035,0.9907,0.6758,0.8035,0.7317,1000.0,20.0,skl_birch,tetra_y.zip
0.5,50,8,0.0067353248596191,0.2078,247.0881,1.6196,0.8847,0.635,1.3733,0.8004,0.8035,0.9907,0.6758,0.8035,0.7317,100.0,20.0,skl_birch,tetra_y.zip
0.5,50,8,0.006840705871582,0.2078,247.0881,1.6196,0.8847,0.635,1.3733,0.8004,0.8035,0.9907,0.6758,0.8035,0.7317,inf,20.0,skl_birch,tetra_y.zip
