threshold,branching_factor,n_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.5,50,10,0.0415773391723632,0.3569,2887.424,0.858,0.9082,0.3456,2.0207,0.7109,0.7155,0.5884,0.9126,0.7155,0.4594,1000.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,10,0.0416481494903564,0.3569,2887.424,0.858,0.9082,0.3456,2.0207,0.7109,0.7155,0.5884,0.9126,0.7155,0.4594,100.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,10,0.0420503616333007,0.3569,2887.424,0.858,0.9082,0.3456,2.0207,0.7109,0.7155,0.5884,0.9126,0.7155,0.4594,inf,20.0,skl_birch,2d-d31_y.zip
0.5,50,12,0.0414409637451171,0.3834,3192.9092,0.8051,0.9281,0.406,2.1934,0.7462,0.751,0.6387,0.9113,0.751,0.5008,1000.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,12,0.041478157043457,0.3834,3192.9092,0.8051,0.9281,0.406,2.1934,0.7462,0.751,0.6387,0.9113,0.751,0.5008,100.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,12,0.0412206649780273,0.3834,3192.9092,0.8051,0.9281,0.406,2.1934,0.7462,0.751,0.6387,0.9113,0.751,0.5008,inf,20.0,skl_birch,2d-d31_y.zip
0.5,50,2,0.0413811206817626,0.375,1929.2814,1.1587,0.525,0.0607,0.6656,0.3214,0.323,0.1938,0.969,0.323,0.2479,1000.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,2,0.0414562225341796,0.375,1929.2814,1.1587,0.525,0.0607,0.6656,0.3214,0.323,0.1938,0.969,0.323,0.2479,100.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,2,0.0413911342620849,0.375,1929.2814,1.1587,0.525,0.0607,0.6656,0.3214,0.323,0.1938,0.969,0.323,0.2479,inf,20.0,skl_birch,2d-d31_y.zip
0.5,50,4,0.0412383079528808,0.4105,2968.9657,0.7955,0.7694,0.1624,1.2987,0.5385,0.5413,0.3782,0.9521,0.5413,0.3364,1000.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,4,0.0413007736206054,0.4105,2968.9657,0.7955,0.7694,0.1624,1.2987,0.5385,0.5413,0.3782,0.9521,0.5413,0.3364,100.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,4,0.0418505668640136,0.4105,2968.9657,0.7955,0.7694,0.1624,1.2987,0.5385,0.5413,0.3782,0.9521,0.5413,0.3364,inf,20.0,skl_birch,2d-d31_y.zip
0.5,50,6,0.0428431034088134,0.3587,2638.3148,0.9525,0.8446,0.2348,1.6331,0.6267,0.6302,0.4756,0.934,0.6302,0.3883,1000.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,6,0.0418136119842529,0.3587,2638.3148,0.9525,0.8446,0.2348,1.6331,0.6267,0.6302,0.4756,0.934,0.6302,0.3883,100.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,6,0.0454990863800048,0.3587,2638.3148,0.9525,0.8446,0.2348,1.6331,0.6267,0.6302,0.4756,0.934,0.6302,0.3883,inf,20.0,skl_birch,2d-d31_y.zip
0.5,50,8,0.0415384769439697,0.3668,3082.5881,0.8779,0.8923,0.3095,1.8712,0.679,0.683,0.5449,0.9148,0.683,0.436,1000.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,8,0.0418567657470703,0.3668,3082.5881,0.8779,0.8923,0.3095,1.8712,0.679,0.683,0.5449,0.9148,0.683,0.436,100.0,20.0,skl_birch,2d-d31_y.zip
0.5,50,8,0.0414860248565673,0.3668,3082.5881,0.8779,0.8923,0.3095,1.8712,0.679,0.683,0.5449,0.9148,0.683,0.436,inf,20.0,skl_birch,2d-d31_y.zip
