n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
6,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,4.640221834182739,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,4.947201728820801,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,4.5366833209991455,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,5.021574974060059,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,5.044266700744629,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,4.796339750289917,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,4.725237607955933,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,4.8128814697265625,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,4.965808868408203,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,4.636194467544556,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,6.728859901428223,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,5.040552139282227,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,4.887906312942505,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,5.070383548736572,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,4.62399959564209,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,5.165939092636108,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,4.882832765579224,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,4.486708879470825,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,4.640221834182739,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,4.947201728820801,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,4.5366833209991455,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,5.021574974060059,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,5.044266700744629,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,4.796339750289917,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,4.725237607955933,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,4.8128814697265625,0.123,2743.1111,2.2187,skl_bis_kmeans,ficoONEHOT.zip-6_k
