min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
3,inf,cosine,auto,4,inf,20,3.706830739974976,0.0028,11.2631,1.2438,0.4442,0.003,0.1043,0.0145,0.0491,0.1707,0.0287,0.0491,0.287,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,euclidean,auto,4,1000.0,20,1.8189671039581297,-0.0787,6.6088,1.2997,0.4478,-0.0181,0.0879,0.0123,0.0476,0.1439,0.0285,0.0476,0.3546,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,euclidean,auto,4,100.0,20,1.8735151290893557,-0.0787,6.6088,1.2997,0.4478,-0.0181,0.0879,0.0123,0.0476,0.1439,0.0285,0.0476,0.3546,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,euclidean,auto,4,inf,20,1.9636647701263428,-0.0787,6.6088,1.2997,0.4478,-0.0181,0.0879,0.0123,0.0476,0.1439,0.0285,0.0476,0.3546,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,correlation,auto,4,1000.0,20,2.4386191368103027,-0.1569,10.5963,1.5244,0.4612,-0.0115,0.0387,0.0058,0.025,0.0634,0.0156,0.025,0.4057,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,correlation,auto,4,100.0,20,2.4414873123168945,-0.1569,10.5963,1.5244,0.4612,-0.0115,0.0387,0.0058,0.025,0.0634,0.0156,0.025,0.4057,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,correlation,auto,4,inf,20,2.456307888031006,-0.1569,10.5963,1.5244,0.4612,-0.0115,0.0387,0.0058,0.025,0.0634,0.0156,0.025,0.4057,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,cosine,auto,4,1000.0,20,3.880006313323975,-0.0888,13.26,1.3104,0.4569,-0.0017,0.0468,0.007,0.0274,0.0766,0.0167,0.0274,0.3676,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,cosine,auto,4,100.0,20,3.791532039642334,-0.0888,13.26,1.3104,0.4569,-0.0017,0.0468,0.007,0.0274,0.0766,0.0167,0.0274,0.3676,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,cosine,auto,4,inf,20,3.5814638137817383,-0.0888,13.26,1.3104,0.4569,-0.0017,0.0468,0.007,0.0274,0.0766,0.0167,0.0274,0.3676,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,euclidean,auto,4,1000.0,20,1.9139950275421145,-0.1803,8.8648,1.3828,0.4689,-0.0217,0.0304,0.0033,0.0221,0.0497,0.0142,0.0221,0.4543,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,euclidean,auto,4,100.0,20,1.8525536060333248,-0.1803,8.8648,1.3828,0.4689,-0.0217,0.0304,0.0033,0.0221,0.0497,0.0142,0.0221,0.4543,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,euclidean,auto,4,inf,20,1.812105178833008,-0.1803,8.8648,1.3828,0.4689,-0.0217,0.0304,0.0033,0.0221,0.0497,0.0142,0.0221,0.4543,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,correlation,auto,4,1000.0,20,2.455392599105835,-0.1511,21.348,1.5133,0.4656,-0.0267,0.0168,0.0047,0.0136,0.0275,0.0091,0.0136,0.4491,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,correlation,auto,4,100.0,20,2.4705264568328857,-0.1511,21.348,1.5133,0.4656,-0.0267,0.0168,0.0047,0.0136,0.0275,0.0091,0.0136,0.4491,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,correlation,auto,4,inf,20,2.4858486652374268,-0.1511,21.348,1.5133,0.4656,-0.0267,0.0168,0.0047,0.0136,0.0275,0.0091,0.0136,0.4491,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,cosine,auto,4,1000.0,20,4.08165717124939,-0.139,20.2947,1.396,0.4697,-0.024,0.0236,0.0099,0.0193,0.0386,0.0129,0.0193,0.4609,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,cosine,auto,4,100.0,20,3.629315614700317,-0.139,20.2947,1.396,0.4697,-0.024,0.0236,0.0099,0.0193,0.0386,0.0129,0.0193,0.4609,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,cosine,auto,4,inf,20,3.990179300308228,-0.139,20.2947,1.396,0.4697,-0.024,0.0236,0.0099,0.0193,0.0386,0.0129,0.0193,0.4609,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,euclidean,auto,4,1000.0,20,1.8505356311798096,-0.1875,14.8432,1.4914,0.494,-0.0081,0.0102,0.0002,0.0096,0.0167,0.0068,0.0096,0.5279,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,euclidean,auto,4,100.0,20,1.8527448177337649,-0.1875,14.8432,1.4914,0.494,-0.0081,0.0102,0.0002,0.0096,0.0167,0.0068,0.0096,0.5279,skl_OPTICS,german_creditONEHOT_y.zip
10,inf,euclidean,auto,4,inf,20,1.8169450759887693,-0.1875,14.8432,1.4914,0.494,-0.0081,0.0102,0.0002,0.0096,0.0167,0.0068,0.0096,0.5279,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,correlation,auto,4,1000.0,20,2.49440598487854,-0.1778,23.4443,1.5875,0.5119,-0.019,0.0094,0.0076,0.0123,0.0153,0.0103,0.0123,0.5977,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,correlation,auto,4,100.0,20,2.4689137935638428,-0.1778,23.4443,1.5875,0.5119,-0.019,0.0094,0.0076,0.0123,0.0153,0.0103,0.0123,0.5977,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,correlation,auto,4,inf,20,2.4536242485046387,-0.1778,23.4443,1.5875,0.5119,-0.019,0.0094,0.0076,0.0123,0.0153,0.0103,0.0123,0.5977,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,cosine,auto,4,1000.0,20,3.6470558643341056,-0.1303,32.2171,1.483,0.4843,-0.0305,0.0111,0.007,0.0119,0.0182,0.0088,0.0119,0.5227,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,cosine,auto,4,100.0,20,4.238786458969116,-0.1303,32.2171,1.483,0.4843,-0.0305,0.0111,0.007,0.0119,0.0182,0.0088,0.0119,0.5227,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,cosine,auto,4,inf,20,3.673365592956543,-0.1303,32.2171,1.483,0.4843,-0.0305,0.0111,0.007,0.0119,0.0182,0.0088,0.0119,0.5227,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,euclidean,auto,4,1000.0,20,1.8461501598358157,-0.0719,66.733,1.6215,0.5133,0.0112,0.0015,-0.0007,0.0019,0.0024,0.0016,0.0019,0.5688,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,euclidean,auto,4,100.0,20,1.8476645946502688,-0.0719,66.733,1.6215,0.5133,0.0112,0.0015,-0.0007,0.0019,0.0024,0.0016,0.0019,0.5688,skl_OPTICS,german_creditONEHOT_y.zip
20,inf,euclidean,auto,4,inf,20,1.841402292251587,-0.0719,66.733,1.6215,0.5133,0.0112,0.0015,-0.0007,0.0019,0.0024,0.0016,0.0019,0.5688,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,correlation,auto,4,1000.0,20,2.439274549484253,0.0505,6.912,1.347,0.4332,0.0039,0.1852,0.0079,0.0701,0.3031,0.0397,0.0701,0.202,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,correlation,auto,4,100.0,20,2.4502041339874268,0.0505,6.912,1.347,0.4332,0.0039,0.1852,0.0079,0.0701,0.3031,0.0397,0.0701,0.202,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,correlation,auto,4,inf,20,2.4800944328308105,0.0505,6.912,1.347,0.4332,0.0039,0.1852,0.0079,0.0701,0.3031,0.0397,0.0701,0.202,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,cosine,auto,4,1000.0,20,3.8002326488494873,0.1236,7.9355,1.224,0.4311,0.002,0.1805,0.0058,0.0677,0.2955,0.0382,0.0677,0.1891,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,cosine,auto,4,100.0,20,3.855188608169556,0.1236,7.9355,1.224,0.4311,0.002,0.1805,0.0058,0.0677,0.2955,0.0382,0.0677,0.1891,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,cosine,auto,4,inf,20,3.938578367233277,0.1236,7.9355,1.224,0.4311,0.002,0.1805,0.0058,0.0677,0.2955,0.0382,0.0677,0.1891,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,euclidean,auto,4,1000.0,20,1.8437650203704836,0.0958,5.8271,1.2636,0.4305,-0.0066,0.1814,0.0104,0.0716,0.297,0.0407,0.0716,0.2159,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,euclidean,auto,4,100.0,20,1.8225939273834229,0.0958,5.8271,1.2636,0.4305,-0.0066,0.1814,0.0104,0.0716,0.297,0.0407,0.0716,0.2159,skl_OPTICS,german_creditONEHOT_y.zip
2,inf,euclidean,auto,4,inf,20,2.690469980239868,0.0958,5.8271,1.2636,0.4305,-0.0066,0.1814,0.0104,0.0716,0.297,0.0407,0.0716,0.2159,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,correlation,auto,4,1000.0,20,2.4527387619018555,-0.0648,9.5595,1.4539,0.4468,0.0079,0.0961,0.0111,0.0452,0.1572,0.0264,0.0452,0.2905,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,correlation,auto,4,100.0,20,2.523443937301636,-0.0648,9.5595,1.4539,0.4468,0.0079,0.0961,0.0111,0.0452,0.1572,0.0264,0.0452,0.2905,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,correlation,auto,4,inf,20,2.4488298892974854,-0.0648,9.5595,1.4539,0.4468,0.0079,0.0961,0.0111,0.0452,0.1572,0.0264,0.0452,0.2905,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,cosine,auto,4,1000.0,20,3.608362674713135,0.0028,11.2631,1.2438,0.4442,0.003,0.1043,0.0145,0.0491,0.1707,0.0287,0.0491,0.287,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,cosine,auto,4,100.0,20,3.618504285812378,0.0028,11.2631,1.2438,0.4442,0.003,0.1043,0.0145,0.0491,0.1707,0.0287,0.0491,0.287,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,cosine,auto,4,inf,20,3.706830739974976,0.0028,11.2631,1.2438,0.4442,0.003,0.1043,0.0145,0.0491,0.1707,0.0287,0.0491,0.287,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,euclidean,auto,4,1000.0,20,1.8189671039581297,-0.0787,6.6088,1.2997,0.4478,-0.0181,0.0879,0.0123,0.0476,0.1439,0.0285,0.0476,0.3546,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,euclidean,auto,4,100.0,20,1.8735151290893557,-0.0787,6.6088,1.2997,0.4478,-0.0181,0.0879,0.0123,0.0476,0.1439,0.0285,0.0476,0.3546,skl_OPTICS,german_creditONEHOT_y.zip
3,inf,euclidean,auto,4,inf,20,1.9636647701263428,-0.0787,6.6088,1.2997,0.4478,-0.0181,0.0879,0.0123,0.0476,0.1439,0.0285,0.0476,0.3546,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,correlation,auto,4,1000.0,20,2.4386191368103027,-0.1569,10.5963,1.5244,0.4612,-0.0115,0.0387,0.0058,0.025,0.0634,0.0156,0.025,0.4057,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,correlation,auto,4,100.0,20,2.4414873123168945,-0.1569,10.5963,1.5244,0.4612,-0.0115,0.0387,0.0058,0.025,0.0634,0.0156,0.025,0.4057,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,correlation,auto,4,inf,20,2.456307888031006,-0.1569,10.5963,1.5244,0.4612,-0.0115,0.0387,0.0058,0.025,0.0634,0.0156,0.025,0.4057,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,cosine,auto,4,1000.0,20,3.880006313323975,-0.0888,13.26,1.3104,0.4569,-0.0017,0.0468,0.007,0.0274,0.0766,0.0167,0.0274,0.3676,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,cosine,auto,4,100.0,20,3.791532039642334,-0.0888,13.26,1.3104,0.4569,-0.0017,0.0468,0.007,0.0274,0.0766,0.0167,0.0274,0.3676,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,cosine,auto,4,inf,20,3.5814638137817383,-0.0888,13.26,1.3104,0.4569,-0.0017,0.0468,0.007,0.0274,0.0766,0.0167,0.0274,0.3676,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,euclidean,auto,4,1000.0,20,1.9139950275421145,-0.1803,8.8648,1.3828,0.4689,-0.0217,0.0304,0.0033,0.0221,0.0497,0.0142,0.0221,0.4543,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,euclidean,auto,4,100.0,20,1.8525536060333248,-0.1803,8.8648,1.3828,0.4689,-0.0217,0.0304,0.0033,0.0221,0.0497,0.0142,0.0221,0.4543,skl_OPTICS,german_creditONEHOT_y.zip
5,inf,euclidean,auto,4,inf,20,1.812105178833008,-0.1803,8.8648,1.3828,0.4689,-0.0217,0.0304,0.0033,0.0221,0.0497,0.0142,0.0221,0.4543,skl_OPTICS,german_creditONEHOT_y.zip
